submissionName1,submissionName2,averageSimilarity,maxSimilarity
0,1,1.0,1.0
2,1,1.0,1.0
3,4,1.0,1.0
5,6,1.0,1.0
7,6,1.0,1.0
8,9,1.0,1.0
8,10,1.0,1.0
11,12,1.0,1.0
11,13,1.0,1.0
14,15,1.0,1.0
16,15,1.0,1.0
17,18,1.0,1.0
19,17,1.0,1.0
20,21,1.0,1.0
22,20,1.0,1.0
23,24,1.0,1.0
7,5,1.0,1.0
25,26,1.0,1.0
27,28,1.0,1.0
29,30,1.0,1.0
16,14,1.0,1.0
10,9,1.0,1.0
31,32,1.0,1.0
2,0,1.0,1.0
12,13,1.0,1.0
33,34,1.0,1.0
35,36,1.0,1.0
22,21,1.0,1.0
19,18,1.0,1.0
27,37,0.9830508474576272,1.0
28,37,0.9830508474576272,1.0
26,38,0.9824561403508771,1.0
25,38,0.9824561403508771,1.0
36,39,0.8347826086956521,0.8727272727272727
35,39,0.8347826086956521,0.8727272727272727
33,40,0.7384615384615385,0.7741935483870968
34,40,0.7384615384615385,0.7741935483870968
31,41,0.6296296296296297,0.68
32,41,0.6296296296296297,0.68
4,8,0.6181818181818182,0.68
4,9,0.6181818181818182,0.68
4,10,0.6181818181818182,0.68
3,8,0.6181818181818182,0.68
3,9,0.6181818181818182,0.68
3,10,0.6181818181818182,0.68
11,42,0.5806451612903226,0.6666666666666666
12,42,0.5806451612903226,0.6666666666666666
13,42,0.5806451612903226,0.6666666666666666
43,44,0.5544554455445545,0.5833333333333334
15,6,0.5538461538461539,0.5625
14,6,0.5538461538461539,0.5625
16,6,0.5538461538461539,0.5625
15,5,0.5538461538461539,0.5625
15,7,0.5538461538461539,0.5625
14,5,0.5538461538461539,0.5625
16,5,0.5538461538461539,0.5625
14,7,0.5538461538461539,0.5625
16,7,0.5538461538461539,0.5625
24,45,0.5376344086021505,0.5681818181818182
23,45,0.5376344086021505,0.5681818181818182
46,44,0.5283018867924528,0.5283018867924528
47,43,0.5,0.6785714285714286
48,49,0.484472049689441,0.5735294117647058
50,48,0.45112781954887216,0.46153846153846156
20,27,0.43636363636363634,0.46153846153846156
20,28,0.43636363636363634,0.46153846153846156
21,27,0.43636363636363634,0.46153846153846156
22,27,0.43636363636363634,0.46153846153846156
21,28,0.43636363636363634,0.46153846153846156
22,28,0.43636363636363634,0.46153846153846156
20,37,0.42857142857142855,0.46153846153846156
21,37,0.42857142857142855,0.46153846153846156
22,37,0.42857142857142855,0.46153846153846156
4,33,0.39285714285714285,0.44
4,34,0.39285714285714285,0.44
3,33,0.39285714285714285,0.44
3,34,0.39285714285714285,0.44
43,51,0.3917525773195876,0.3958333333333333
52,53,0.3877551020408163,0.41304347826086957
54,53,0.3829787234042553,0.42857142857142855
55,40,0.36923076923076925,0.3870967741935484
8,33,0.36065573770491804,0.36666666666666664
8,34,0.36065573770491804,0.36666666666666664
9,33,0.36065573770491804,0.36666666666666664
9,34,0.36065573770491804,0.36666666666666664
10,33,0.36065573770491804,0.36666666666666664
10,34,0.36065573770491804,0.36666666666666664
4,55,0.35714285714285715,0.4
3,55,0.35714285714285715,0.4
4,40,0.3389830508474576,0.4
3,40,0.3389830508474576,0.4
20,26,0.3333333333333333,0.34615384615384615
20,25,0.3333333333333333,0.34615384615384615
21,26,0.3333333333333333,0.34615384615384615
22,26,0.3333333333333333,0.34615384615384615
21,25,0.3333333333333333,0.34615384615384615
22,25,0.3333333333333333,0.34615384615384615
29,56,0.3333333333333333,0.34615384615384615
30,56,0.3333333333333333,0.34615384615384615
8,55,0.32786885245901637,0.3333333333333333
9,55,0.32786885245901637,0.3333333333333333
10,55,0.32786885245901637,0.3333333333333333
47,57,0.32786885245901637,0.35714285714285715
20,38,0.32727272727272727,0.34615384615384615
21,38,0.32727272727272727,0.34615384615384615
22,38,0.32727272727272727,0.34615384615384615
55,33,0.3225806451612903,0.3225806451612903
55,34,0.3225806451612903,0.3225806451612903
55,24,0.32,0.3870967741935484
55,23,0.32,0.3870967741935484
43,46,0.31683168316831684,0.3333333333333333
26,27,0.3157894736842105,0.32142857142857145
26,28,0.3157894736842105,0.32142857142857145
25,27,0.3157894736842105,0.32142857142857145
25,28,0.3157894736842105,0.32142857142857145
58,59,0.3150684931506849,0.41818181818181815
8,40,0.3125,0.3333333333333333
9,40,0.3125,0.3333333333333333
10,40,0.3125,0.3333333333333333
26,37,0.3103448275862069,0.32142857142857145
38,27,0.3103448275862069,0.3103448275862069
25,37,0.3103448275862069,0.32142857142857145
38,28,0.3103448275862069,0.3103448275862069
40,24,0.3076923076923077,0.35294117647058826
40,23,0.3076923076923077,0.35294117647058826
38,37,0.3050847457627119,0.3103448275862069
55,45,0.3,0.3870967741935484
4,24,0.2898550724637681,0.4
4,23,0.2898550724637681,0.4
3,24,0.2898550724637681,0.4
3,23,0.2898550724637681,0.4
40,45,0.2891566265060241,0.35294117647058826
57,52,0.27848101265822783,0.3333333333333333
4,45,0.2702702702702703,0.4
3,45,0.2702702702702703,0.4
8,24,0.2702702702702703,0.3333333333333333
8,23,0.2702702702702703,0.3333333333333333
9,24,0.2702702702702703,0.3333333333333333
10,24,0.2702702702702703,0.3333333333333333
9,23,0.2702702702702703,0.3333333333333333
10,23,0.2702702702702703,0.3333333333333333
33,24,0.26666666666666666,0.3225806451612903
34,24,0.26666666666666666,0.3225806451612903
33,23,0.26666666666666666,0.3225806451612903
34,23,0.26666666666666666,0.3225806451612903
15,1,0.2608695652173913,0.28125
14,1,0.2608695652173913,0.28125
16,1,0.2608695652173913,0.28125
15,0,0.2608695652173913,0.28125
15,2,0.2608695652173913,0.28125
14,0,0.2608695652173913,0.28125
14,2,0.2608695652173913,0.28125
16,0,0.2608695652173913,0.28125
16,2,0.2608695652173913,0.28125
8,45,0.25316455696202533,0.3333333333333333
9,45,0.25316455696202533,0.3333333333333333
10,45,0.25316455696202533,0.3333333333333333
33,45,0.25,0.3225806451612903
34,45,0.25,0.3225806451612903
47,60,0.25,0.39285714285714285
47,44,0.24691358024691357,0.35714285714285715
47,58,0.24096385542168675,0.35714285714285715
57,60,0.23655913978494625,0.3333333333333333
17,24,0.23376623376623376,0.2727272727272727
17,23,0.23376623376623376,0.2727272727272727
18,24,0.23376623376623376,0.2727272727272727
19,24,0.23376623376623376,0.2727272727272727
47,51,0.23376623376623376,0.32142857142857145
18,23,0.23376623376623376,0.2727272727272727
19,23,0.23376623376623376,0.2727272727272727
53,58,0.22429906542056074,0.23076923076923078
15,45,0.2222222222222222,0.28125
14,45,0.2222222222222222,0.28125
16,45,0.2222222222222222,0.28125
47,46,0.2222222222222222,0.32142857142857145
6,45,0.21951219512195122,0.2727272727272727
5,45,0.21951219512195122,0.2727272727272727
7,45,0.21951219512195122,0.2727272727272727
54,60,0.21568627450980393,0.2619047619047619
43,58,0.21359223300970873,0.22916666666666666
61,62,0.21052631578947367,0.23333333333333334
44,58,0.2037037037037037,0.20754716981132076
50,49,0.20253164556962025,0.24615384615384617
52,58,0.19801980198019803,0.21739130434782608
51,46,0.19607843137254902,0.20408163265306123
59,63,0.1875,0.23076923076923078
64,63,0.18691588785046728,0.24691358024691357
65,58,0.18691588785046728,0.19230769230769232
47,59,0.18487394957983194,0.39285714285714285
61,66,0.18090452261306533,0.3
51,44,0.17647058823529413,0.1836734693877551
64,59,0.1744186046511628,0.18518518518518517
51,58,0.17307692307692307,0.1836734693877551
47,64,0.1651376146788991,0.32142857142857145
51,60,0.1651376146788991,0.1836734693877551
36,48,0.16260162601626016,0.18181818181818182
35,48,0.16260162601626016,0.18181818181818182
