id,leftFileId,leftFilePath,rightFileId,rightFilePath,similarity,totalOverlap,longestFragment,leftCovered,rightCovered
4431,28,baselines_work/cohorte/csharp/CODE_ESTRU_CS_014/CODE_ESTRU_CS_014.cs,42,baselines_work/cohorte/csharp/CODE_FUN_CS_013/CODE_FUN_CS_013.cs,0.05217391304347826,6,3,3,3
4452,28,baselines_work/cohorte/csharp/CODE_ESTRU_CS_014/CODE_ESTRU_CS_014.cs,64,baselines_work/cohorte/csharp/CODE_IDENT_CS_010/CODE_IDENT_CS_010.cs,0.06666666666666667,6,1,3,3
4453,28,baselines_work/cohorte/csharp/CODE_ESTRU_CS_014/CODE_ESTRU_CS_014.cs,59,baselines_work/cohorte/csharp/CODE_IDENT_CS_010_COPY/CODE_IDENT_CS_010.cs,0.06666666666666667,6,1,3,3
4514,33,baselines_work/cohorte/csharp/CODE_FUN_CS_001/CODE_FUN_CS_001.cs,35,baselines_work/cohorte/csharp/CODE_FUN_CS_007/CODE_FUN_CS_007.cs,0.039735099337748346,6,2,3,3
4522,33,baselines_work/cohorte/csharp/CODE_FUN_CS_001/CODE_FUN_CS_001.cs,44,baselines_work/cohorte/csharp/CODE_FUN_CS_015/CODE_FUN_CS_015.cs,0.0335195530726257,6,2,3,3
4584,29,baselines_work/cohorte/csharp/CODE_FUN_CS_002/CODE_FUN_CS_002.cs,64,baselines_work/cohorte/csharp/CODE_IDENT_CS_010/CODE_IDENT_CS_010.cs,0.04918032786885246,6,1,3,3
4585,29,baselines_work/cohorte/csharp/CODE_FUN_CS_002/CODE_FUN_CS_002.cs,59,baselines_work/cohorte/csharp/CODE_IDENT_CS_010_COPY/CODE_IDENT_CS_010.cs,0.04918032786885246,6,1,3,3
4603,31,baselines_work/cohorte/csharp/CODE_FUN_CS_003/CODE_FUN_CS_003.cs,37,baselines_work/cohorte/csharp/CODE_FUN_CS_011/CODE_FUN_CS_011.cs,0.03614457831325301,6,1,3,3
4605,31,baselines_work/cohorte/csharp/CODE_FUN_CS_003/CODE_FUN_CS_003.cs,42,baselines_work/cohorte/csharp/CODE_FUN_CS_013/CODE_FUN_CS_013.cs,0.0375,6,1,3,3
4687,34,baselines_work/cohorte/csharp/CODE_FUN_CS_005/CODE_FUN_CS_005.cs,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,0.044444444444444446,6,3,3,3
4688,34,baselines_work/cohorte/csharp/CODE_FUN_CS_005/CODE_FUN_CS_005.cs,44,baselines_work/cohorte/csharp/CODE_FUN_CS_015/CODE_FUN_CS_015.cs,0.039735099337748346,6,1,2,4
4765,35,baselines_work/cohorte/csharp/CODE_FUN_CS_007/CODE_FUN_CS_007.cs,44,baselines_work/cohorte/csharp/CODE_FUN_CS_015/CODE_FUN_CS_015.cs,0.03571428571428571,6,1,2,4
4865,39,baselines_work/cohorte/csharp/CODE_FUN_CS_009/CODE_FUN_CS_009.cs,72,baselines_work/cohorte/csharp/CODE_IDENT_CS_014/CODE_IDENT_CS_014.cs,0.048,6,3,3,3
4866,39,baselines_work/cohorte/csharp/CODE_FUN_CS_009/CODE_FUN_CS_009.cs,70,baselines_work/cohorte/csharp/CODE_IDENT_CS_014_COPY/CODE_IDENT_CS_014.cs,0.048,6,3,3,3
4872,38,baselines_work/cohorte/csharp/CODE_FUN_CS_010/CODE_FUN_CS_010.cs,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,0.045112781954887216,6,3,3,3
4873,38,baselines_work/cohorte/csharp/CODE_FUN_CS_010/CODE_FUN_CS_010.cs,44,baselines_work/cohorte/csharp/CODE_FUN_CS_015/CODE_FUN_CS_015.cs,0.040268456375838924,6,3,3,3
4880,38,baselines_work/cohorte/csharp/CODE_FUN_CS_010/CODE_FUN_CS_010.cs,52,baselines_work/cohorte/csharp/CODE_IDENT_CS_004/CODE_IDENT_CS_004.cs,0.03076923076923077,6,1,2,4
4881,38,baselines_work/cohorte/csharp/CODE_FUN_CS_010/CODE_FUN_CS_010.cs,50,baselines_work/cohorte/csharp/CODE_IDENT_CS_004_COPY/CODE_IDENT_CS_004.cs,0.03076923076923077,6,1,2,4
5008,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,51,baselines_work/cohorte/csharp/CODE_IDENT_CS_003/CODE_IDENT_CS_003.cs,0.05660377358490566,6,2,2,4
5009,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,49,baselines_work/cohorte/csharp/CODE_IDENT_CS_003_COPY/CODE_IDENT_CS_003.cs,0.05660377358490566,6,2,2,4
5030,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,72,baselines_work/cohorte/csharp/CODE_IDENT_CS_014/CODE_IDENT_CS_014.cs,0.046153846153846156,6,1,3,3
5031,43,baselines_work/cohorte/csharp/CODE_FUN_CS_014/CODE_FUN_CS_014.cs,70,baselines_work/cohorte/csharp/CODE_IDENT_CS_014_COPY/CODE_IDENT_CS_014.cs,0.046153846153846156,6,1,3,3
